"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","INSTR_ASSET","NA_STO","SECTOR","PRICES","TRANSFORMATION","UNIT","OVERLAP","DATA_SOURCE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.FAD:GDD(2.0.0)","MKD.F3T4_S14_POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","Debt securities and loans, Households, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","National Source (2005-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, household debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Households, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.15","10.64","14.80","18.03","18.18","18.08","18.26","19.15","19.61","20.94","22.43","23.44","24.44","25.30","27.03","30.17","30.04","28.93","27.79","27.08"
"IMF.FAD:GDD(2.0.0)","KWT.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Kuwait","Debt instruments, Central government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","IFS+IDS (1971-1989); WEO 2025 (1991-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, central government debt, cg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Central government, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.08","21.36","24.57","","45.29","27.89","28.76","37.68","34.91","26.45","24.26","25.62","25.49","21.37","23.02","21.27","17.25","13.86","10.20","7.79","7.05","5.38","6.65","6.16","4.64","3.60","3.09","3.43","4.60","9.88","19.62","14.26","10.52","10.23","7.19","2.94","3.17","3.04"
"IMF.FAD:GDD(2.0.0)","LSO.F3T4_PS_POGDP_PT.A","OBS_VALUE","Lesotho, Kingdom of","Debt securities and loans, Private sector, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","Domestic Loans: Spliced IFS (1973-2000); SRF (2001-2024), Cross-Border Loans: No Data, Securities: No Data","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Private sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","3.13","3.53","2.60","2.91","4.29","5.03","7.06","7.12","10.98","13.14","11.40","13.72","14.57","12.58","13.69","14.18","14.18","14.64","15.33","15.02","17.36","21.15","17.48","15.62","20.55","15.68","14.16","13.04","11.84","12.12","5.03","4.97","6.81","7.25","9.27","9.82","12.09","12.78","13.87","17.82","18.97","18.47","17.90","18.01","19.19","19.74","21.12","21.35","21.62","21.34","23.06","23.51"
"IMF.FAD:GDD(2.0.0)","MKD.FL_S1ZS_POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","Debt instruments, Public sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","National Source (2002-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, public sector debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Public sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.16","39.17","37.62","39.59","33.23","25.76","23.01","26.19","27.24","32.01","38.35","40.26","45.80","46.60","48.79","47.69","48.42","49.20","59.74","60.28","59.10","62.08","70.46"
"IMF.FAD:GDD(2.0.0)","KOR.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Korea, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","IFS (1958-1968); National Source (1970-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, central government debt, cg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Central government, Percent of GDP","","","","","","","","","16.61","","13.47","13.15","12.83","9.06","6.46","6.04","4.37","3.68","2.71","","10.60","14.53","18.35","17.91","18.64","21.48","20.39","20.08","18.40","15.74","18.55","18.82","20.53","19.32","16.95","16.23","14.54","15.26","12.65","12.36","11.87","11.07","10.81","10.09","8.94","7.88","7.25","9.00","12.83","14.63","14.94","15.44","15.57","18.29","20.80","24.00","26.13","25.48","24.76","27.57","27.10","27.81","28.25","29.54","30.70","31.97","32.29","32.44","32.48","34.25","39.80","42.27","44.47","45.50","44.77"
"IMF.FAD:GDD(2.0.0)","KAZ.F3T4_S11_POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","Debt securities and loans, Non-financial corporations, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","SRF (2003-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, nonficial corporate debt, nfc debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Non-financial corporations, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.96","25.32","31.76","40.33","45.83","45.41","48.28","41.15","34.10","34.23","32.70","32.44","38.09","41.88","37.14","32.39","28.19","29.17","24.50","18.03","16.20","15.47"
"IMF.FAD:GDD(2.0.0)","ITA.FL_S14_POGDP_PT.A","OBS_VALUE","Italy","Debt instruments, Households, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","National Source (1995-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, household debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Households, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.78","27.50","28.58","29.14","32.22","34.21","35.51","37.45","39.59","41.86","45.01","47.97","50.43","51.46","55.08","56.14","55.86","56.16","55.90","55.13","54.25","53.62","53.20","53.04","53.56","58.07","54.59","51.66","48.54","47.53"
"IMF.FAD:GDD(2.0.0)","JPN.B1GQ_V_XDC.A","OBS_VALUE","Japan","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","Two","","Gross domestic product (GDP)","","Current prices","","Domestic currency","Overlapping Indicator","PWT (1950-1954); WEO 2025 (1955-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Gross domestic product (GDP)","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[ngpd, gdp, gdp local currency, nominal gdp, gross domestic product]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Gross domestic product (GDP), Current prices, Domestic currency","4167.77","5772.23","6516.18","7354.44","8166.46","8977.25","10106.38","11646.75","12376.01","14148.06","17172.04","20740.27","23535.90","26936.59","31685.96","35252.15","40941.02","47978.15","56821.01","66746.66","78670.03","86560.52","99102.57","120665.74","143990.23","159096.12","178666.83","199098.62","219244.45","237631.54","256076.00","274615.80","288612.90","301844.10","319663.60","340395.30","357276.20","373273.10","400566.90","428994.10","461295.00","491418.80","504161.30","504497.80","510916.20","521613.60","535562.00","543545.30","536497.40","528069.90","535417.80","531653.90","524478.70","523968.70","529400.90","532515.60","535170.20","539281.70","527823.80","494938.40","505530.60","497449.00","500474.60","508700.60","518811.10","538032.40","544364.60","553073.00","556630.10","557910.90","539646.10","553068.30","560464.30","591912.50","609432.60"
"IMF.FAD:GDD(2.0.0)","KAZ.FL_S13_POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","Debt instruments, General government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","IFS+IDS (1993-1997); WEO 2009 (1998-2001); WEO 2025 (2002-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, general government debt, gg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, General government, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.86","24.00","21.47","12.70","17.97","22.47","32.70","25.34","20.47","17.59","14.96","11.39","8.10","6.68","4.09","6.77","10.23","10.68","10.16","12.13","12.60","14.50","21.88","19.68","19.87","20.26","19.94","26.36","25.10","23.52","22.98","24.80"
"IMF.FAD:GDD(2.0.0)","JOR.F3T4_S14_POGDP_PT.A","OBS_VALUE","Jordan","Debt securities and loans, Households, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","National Source (2017-2023)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, household debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Households, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.70","32.70","32.20","35.10","37.40","38.70","36.90",""
"IMF.FAD:GDD(2.0.0)","ITA.FL_S13_POGDP_PT.A","OBS_VALUE","Italy","Debt instruments, General government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","National Source (1950-1994); QPD (1995-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, general government debt, gg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, General government, Percent of GDP","30.99","31.42","33.49","34.44","36.25","36.21","35.25","34.63","34.58","35.81","32.11","30.73","29.67","27.87","27.89","29.08","34.04","33.85","36.35","37.00","37.77","42.45","48.22","51.09","50.77","57.90","57.27","55.95","59.91","58.87","55.09","57.29","61.80","67.82","73.13","79.10","83.39","87.41","89.22","91.78","95.30","98.64","105.36","115.48","121.58","119.09","118.90","116.49","113.89","113.06","108.74","108.51","105.95","105.14","104.74","106.18","106.26","103.46","105.80","116.14","118.76","119.13","125.90","131.85","134.80","134.79","134.24","133.74","134.20","133.90","154.38","145.81","138.35","134.64","135.33"
"IMF.FAD:GDD(2.0.0)","KWT.FL_PS_POGDP_PT.A","OBS_VALUE","Kuwait","Debt instruments, Private sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Private sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","JOR.FL_PS_POGDP_PT.A","OBS_VALUE","Jordan","Debt instruments, Private sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","National Source (2017-2023)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Private sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.50","78.50","78.40","83.00","84.00","88.10","82.60",""
"IMF.FAD:GDD(2.0.0)","ALB.F3T4_PS_POGDP_PT.A","OBS_VALUE","Albania","Debt securities and loans, Private sector, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","Domestic Loans: National Source (2003-2024), Cross-Border Loans: National Source (2003-2024), Securities: National Source (2003-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Private sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.41","11.81","17.50","23.87","31.66","38.83","40.62","41.42","46.43","47.07","46.39","46.49","44.02","42.67","40.29","36.22","36.84","40.97","38.97","35.33","32.75","33.97"
"IMF.FAD:GDD(2.0.0)","KAZ.F3T4_PS_POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","Debt securities and loans, Private sector, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","Domestic Loans: Spliced IFS (1995-2002); SRF (2003-2024), Cross-Border Loans: BIS (1995-2024), Securities: Spliced Dealogic (1995-2005); Dealogic (2006-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Private sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.75","5.32","5.48","6.75","10.77","11.65","17.15","20.82","25.66","30.62","40.78","55.57","66.18","60.40","61.99","51.41","42.88","43.94","43.21","42.97","48.80","50.92","45.83","41.20","37.93","39.97","37.37","31.69","31.51","32.54"
